Home,Away,Game_ID,H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date,Season
Washington Wizards,Houston Rockets,21900061,158,0.33299999999999996,0.43200000000000005,0.32799999999999996,0.778,43.8,25.0,14.6,5.8,5.5,0.6,103.6,103.3,0.523,159,0.667,0.42,0.285,0.8240000000000001,44.0,22.6,14.6,5.9,5.0,0.3,109.3,109.0,0.5529999999999999,0,2019-10-30,2019-20
Toronto Raptors,Detroit Pistons,21900060,125,0.75,0.431,0.363,0.883,49.8,21.2,18.8,6.3,5.3,8.1,104.2,96.7,0.57,113,0.5,0.48100000000000004,0.40399999999999997,0.752,41.4,21.6,18.6,6.0,5.2,-3.0,105.7,107.6,0.584,1,2019-10-30,2019-20
Oklahoma City Thunder,Portland Trail Blazers,21900062,99,0.25,0.444,0.368,0.6970000000000001,48.5,18.3,18.0,6.6,4.4,1.7,100.5,98.3,0.54,102,0.5,0.462,0.327,0.857,43.7,16.1,14.7,6.4,5.0,0.2,107.1,106.4,0.563,0,2019-10-30,2019-20
LA Clippers,San Antonio Spurs,21900068,103,0.6,0.511,0.397,0.794,40.5,23.5,17.4,7.3,5.1,4.3,115.0,109.8,0.621,97,1.0,0.48200000000000004,0.33799999999999997,0.7879999999999999,48.6,24.0,15.1,5.4,6.6,4.4,112.6,107.5,0.57,1,2019-10-31,2019-20
Atlanta Hawks,Miami Heat,21900066,97,0.5,0.469,0.315,0.696,42.0,24.4,17.6,9.8,5.1,1.0,102.4,102.0,0.556,106,0.75,0.46799999999999997,0.395,0.733,43.8,21.3,20.2,7.6,5.8,7.2,106.1,99.1,0.585,0,2019-10-31,2019-20
New Orleans Pelicans,Denver Nuggets,21900067,122,0.0,0.452,0.366,0.726,42.1,28.1,14.9,7.3,4.8,-6.6,110.8,116.6,0.556,107,0.75,0.41200000000000003,0.36200000000000004,0.8140000000000001,48.9,22.2,14.4,8.1,5.5,3.3,106.5,104.3,0.523,1,2019-10-31,2019-20
Golden State Warriors,San Antonio Spurs,21900076,110,0.25,0.414,0.304,0.86,43.2,24.5,15.0,8.4,2.3,-11.0,107.0,118.5,0.532,127,0.75,0.475,0.337,0.759,48.6,21.8,16.0,5.5,6.2,1.9,108.6,106.2,0.56,0,2019-11-01,2019-20
Chicago Bulls,Detroit Pistons,21900073,112,0.2,0.41100000000000003,0.293,0.774,41.1,20.6,11.4,9.0,4.5,-5.9,103.7,109.6,0.507,106,0.4,0.478,0.418,0.75,41.2,23.1,18.7,5.7,4.3,-4.7,106.3,110.4,0.583,1,2019-11-01,2019-20
Brooklyn Nets,Houston Rockets,21900069,123,0.25,0.456,0.381,0.6829999999999999,45.3,20.0,17.8,7.0,4.7,-1.8,108.1,109.2,0.562,116,0.75,0.451,0.325,0.815,42.8,24.6,13.8,6.7,4.8,0.5,117.7,117.2,0.5870000000000001,1,2019-11-01,2019-20
Boston Celtics,New York Knicks,21900072,104,0.75,0.41100000000000003,0.35600000000000004,0.71,45.7,21.4,10.7,7.8,5.6,6.3,106.8,100.7,0.513,102,0.2,0.423,0.35200000000000004,0.674,47.6,18.7,18.3,8.1,5.0,-8.1,99.8,107.9,0.515,1,2019-11-01,2019-20
Orlando Magic,Milwaukee Bucks,21900071,91,0.5,0.395,0.28800000000000003,0.787,48.5,21.6,12.2,8.6,5.8,2.0,97.2,94.7,0.485,123,0.5,0.47100000000000003,0.35,0.6629999999999999,44.4,23.5,12.8,6.2,5.7,1.6,108.7,107.3,0.58,0,2019-11-01,2019-20
Dallas Mavericks,Los Angeles Lakers,21900074,110,0.75,0.455,0.313,0.742,44.7,23.5,12.7,6.6,4.9,3.9,112.2,108.6,0.5720000000000001,119,0.75,0.457,0.336,0.7959999999999999,45.4,23.2,15.1,8.4,7.9,11.6,107.9,96.8,0.556,0,2019-11-01,2019-20
Indiana Pacers,Cleveland Cavaliers,21900070,102,0.25,0.44799999999999995,0.365,0.8290000000000001,39.5,24.5,12.3,8.8,3.8,-3.0,105.3,108.5,0.53,95,0.5,0.46,0.32799999999999996,0.736,48.0,21.6,16.4,5.5,4.7,-2.2,105.5,107.7,0.552,1,2019-11-01,2019-20
Sacramento Kings,Utah Jazz,21900075,102,0.0,0.41,0.331,0.745,41.1,20.0,17.8,7.3,4.5,-16.8,97.4,114.0,0.508,101,0.8,0.473,0.376,0.778,43.8,21.0,18.8,7.7,3.6,8.7,101.8,93.1,0.578,1,2019-11-01,2019-20
Golden State Warriors,Charlotte Hornets,21900083,87,0.2,0.423,0.331,0.866,42.5,24.7,14.2,7.6,2.3,-12.1,107.8,120.4,0.5429999999999999,93,0.4,0.46299999999999997,0.419,0.72,41.2,24.7,19.0,5.6,3.7,-9.3,104.9,114.2,0.573,0,2019-11-02,2019-20
Orlando Magic,Denver Nuggets,21900079,87,0.4,0.391,0.29600000000000004,0.7609999999999999,46.5,21.3,12.9,8.5,5.2,-4.8,95.4,99.8,0.48,91,0.6,0.426,0.34600000000000003,0.823,45.8,22.4,14.4,7.4,5.0,-0.4,106.0,107.3,0.529,0,2019-11-02,2019-20
Detroit Pistons,Brooklyn Nets,21900078,113,0.33299999999999996,0.479,0.38,0.75,42.1,22.7,18.3,6.6,4.9,-4.9,106.1,110.7,0.578,109,0.4,0.46299999999999997,0.419,0.6890000000000001,46.2,20.8,18.2,7.0,5.1,-0.2,108.8,108.4,0.575,1,2019-11-02,2019-20
Portland Trail Blazers,Philadelphia 76ers,21900084,128,0.6,0.449,0.365,0.828,44.2,16.4,15.3,6.8,5.5,0.8,104.7,103.8,0.556,129,1.0,0.452,0.31,0.7390000000000001,47.8,23.3,19.3,10.7,6.3,10.3,104.0,94.1,0.551,0,2019-11-02,2019-20
Milwaukee Bucks,Toronto Raptors,21900082,115,0.6,0.478,0.35200000000000004,0.664,46.7,23.4,12.9,7.0,5.4,7.2,110.7,103.7,0.586,105,0.8,0.46299999999999997,0.38,0.878,46.5,22.7,18.0,7.3,4.7,8.8,107.5,99.1,0.591,1,2019-11-02,2019-20
Washington Wizards,Minnesota Timberwolves,21900080,109,0.25,0.479,0.382,0.797,41.7,25.7,15.2,5.7,5.0,0.2,113.6,113.6,0.584,131,0.75,0.431,0.298,0.758,42.0,20.3,15.5,10.3,3.9,1.8,104.8,103.2,0.542,0,2019-11-02,2019-20
Memphis Grizzlies,Phoenix Suns,21900081,105,0.25,0.415,0.281,0.7759999999999999,42.7,22.1,16.8,8.1,5.8,-12.3,95.7,108.1,0.505,114,0.6,0.455,0.368,0.836,43.7,27.1,15.3,8.7,3.8,8.7,108.7,100.2,0.574,0,2019-11-02,2019-20
Oklahoma City Thunder,New Orleans Pelicans,21900077,115,0.2,0.434,0.326,0.721,49.2,17.4,18.0,6.8,3.9,0.8,99.0,97.7,0.53,104,0.2,0.465,0.38,0.743,40.9,28.3,15.0,7.2,4.6,-2.6,112.2,114.2,0.5760000000000001,1,2019-11-02,2019-20
San Antonio Spurs,Los Angeles Lakers,21900088,96,0.8,0.474,0.34600000000000003,0.782,49.3,22.1,15.1,5.2,5.4,4.8,112.4,107.1,0.568,103,0.8,0.46399999999999997,0.324,0.79,43.5,22.8,13.9,8.7,7.5,10.8,107.5,97.3,0.5579999999999999,0,2019-11-03,2019-20
New York Knicks,Sacramento Kings,21900087,92,0.16699999999999998,0.419,0.35600000000000004,0.6729999999999999,48.3,19.3,17.4,8.3,4.8,-7.1,100.5,107.8,0.512,113,0.16699999999999998,0.42200000000000004,0.324,0.7390000000000001,41.0,19.3,17.8,7.5,4.3,-14.0,99.2,112.6,0.516,0,2019-11-03,2019-20
LA Clippers,Utah Jazz,21900090,105,0.667,0.496,0.36700000000000005,0.784,41.5,22.2,16.5,7.6,4.4,4.6,112.9,107.5,0.599,94,0.667,0.474,0.379,0.77,42.7,20.6,18.6,8.4,3.9,7.1,102.4,95.6,0.581,1,2019-11-03,2019-20
Cleveland Cavaliers,Dallas Mavericks,21900089,111,0.4,0.441,0.331,0.75,46.9,21.1,16.1,6.1,3.9,-3.1,102.2,105.3,0.5379999999999999,131,0.6,0.441,0.327,0.735,46.9,22.9,14.4,6.2,4.0,1.3,109.4,108.1,0.5539999999999999,0,2019-11-03,2019-20
Miami Heat,Houston Rockets,21900086,129,0.8,0.47,0.392,0.721,43.5,22.9,19.2,8.5,6.5,7.6,106.6,99.3,0.583,100,0.6,0.44299999999999995,0.31,0.815,41.5,23.5,13.2,7.7,4.6,-0.9,115.2,116.1,0.574,1,2019-11-03,2019-20
Indiana Pacers,Chicago Bulls,21900085,108,0.4,0.439,0.325,0.846,42.7,23.3,12.5,8.5,4.9,-1.0,103.4,104.6,0.521,95,0.33299999999999996,0.415,0.312,0.775,41.2,22.0,12.3,8.5,3.9,-3.9,105.1,108.9,0.516,1,2019-11-03,2019-20
Golden State Warriors,Portland Trail Blazers,21900096,127,0.16699999999999998,0.426,0.33,0.858,42.7,24.8,15.0,7.3,2.8,-11.3,106.0,117.5,0.54,118,0.5,0.46799999999999997,0.401,0.816,42.5,17.0,15.6,6.8,5.2,0.5,107.6,106.8,0.581,1,2019-11-04,2019-20
Phoenix Suns,Philadelphia 76ers,21900095,114,0.667,0.46299999999999997,0.375,0.826,41.7,26.9,15.5,8.7,3.5,8.7,109.2,100.6,0.578,109,1.0,0.46399999999999997,0.315,0.748,46.9,25.4,17.6,10.7,6.5,8.4,107.5,99.6,0.556,1,2019-11-04,2019-20
Brooklyn Nets,New Orleans Pelicans,21900092,135,0.33299999999999996,0.46299999999999997,0.40299999999999997,0.696,46.3,21.2,17.7,6.5,4.9,-0.8,108.4,108.8,0.57,125,0.16699999999999998,0.45799999999999996,0.375,0.7170000000000001,43.1,27.7,15.1,7.2,4.7,-3.9,110.4,113.8,0.564,1,2019-11-04,2019-20
Minnesota Timberwolves,Milwaukee Bucks,21900094,106,0.8,0.45399999999999996,0.325,0.752,41.8,22.1,16.3,9.8,4.9,5.4,106.7,101.3,0.562,134,0.667,0.475,0.35100000000000003,0.688,47.4,24.5,12.8,6.6,5.6,7.6,111.5,103.7,0.584,0,2019-11-04,2019-20
Washington Wizards,Detroit Pistons,21900091,115,0.2,0.461,0.374,0.812,39.9,24.1,15.1,6.5,4.7,-3.9,109.3,113.7,0.568,99,0.429,0.474,0.368,0.757,41.8,22.4,16.8,6.8,5.2,-3.7,106.8,110.0,0.573,1,2019-11-04,2019-20
Memphis Grizzlies,Houston Rockets,21900093,100,0.2,0.428,0.28800000000000003,0.752,43.2,22.8,17.3,8.2,6.2,-11.7,97.1,108.7,0.514,107,0.5,0.436,0.307,0.8079999999999999,40.4,22.5,14.4,7.4,4.6,-5.2,111.5,116.3,0.569,0,2019-11-04,2019-20
Chicago Bulls,Los Angeles Lakers,21900100,112,0.28600000000000003,0.41700000000000004,0.312,0.742,41.1,22.6,13.0,8.4,3.6,-5.2,103.1,108.1,0.514,118,0.833,0.467,0.314,0.775,43.6,22.3,14.5,8.5,7.9,10.1,105.9,96.6,0.555,0,2019-11-05,2019-20
Cleveland Cavaliers,Boston Celtics,21900098,113,0.33299999999999996,0.435,0.341,0.7390000000000001,46.0,21.6,15.0,6.6,4.0,-5.9,103.8,109.9,0.536,119,0.8,0.41700000000000004,0.35,0.76,45.7,21.5,11.4,7.7,5.3,5.5,106.9,101.4,0.527,0,2019-11-05,2019-20
Atlanta Hawks,San Antonio Spurs,21900099,108,0.4,0.456,0.292,0.695,43.8,23.7,17.4,8.9,5.1,-1.0,102.0,103.4,0.542,100,0.667,0.462,0.32899999999999996,0.789,48.7,22.1,15.5,6.1,5.2,2.9,109.2,105.6,0.557,1,2019-11-05,2019-20
Denver Nuggets,Miami Heat,21900102,109,0.667,0.418,0.34299999999999997,0.7959999999999999,45.5,21.4,14.5,7.6,4.7,0.3,104.5,104.9,0.525,89,0.833,0.48,0.401,0.727,43.3,24.8,18.7,9.2,6.4,10.7,108.4,98.2,0.595,1,2019-11-05,2019-20
Charlotte Hornets,Indiana Pacers,21900097,122,0.5,0.456,0.385,0.716,42.8,23.9,18.3,5.8,3.3,-6.9,104.3,111.4,0.5589999999999999,120,0.5,0.444,0.322,0.8220000000000001,43.4,23.9,13.3,8.0,5.7,1.3,103.4,102.3,0.527,1,2019-11-05,2019-20
Oklahoma City Thunder,Orlando Magic,21900101,102,0.33299999999999996,0.43799999999999994,0.34299999999999997,0.73,48.1,17.8,17.0,6.9,5.0,2.4,101.1,98.2,0.5379999999999999,94,0.33299999999999996,0.397,0.28300000000000003,0.748,47.0,21.7,13.5,8.5,5.6,-4.7,94.9,99.3,0.48,1,2019-11-05,2019-20
LA Clippers,Milwaukee Bucks,21900111,124,0.7140000000000001,0.48,0.344,0.7809999999999999,43.5,21.3,15.5,7.5,4.7,5.5,112.4,106.1,0.5820000000000001,129,0.7140000000000001,0.484,0.35200000000000004,0.684,47.9,24.0,13.1,6.6,5.6,10.2,112.7,102.5,0.591,0,2019-11-06,2019-20
Houston Rockets,Golden State Warriors,21900107,129,0.5710000000000001,0.42700000000000005,0.312,0.7929999999999999,41.6,22.1,14.8,7.1,4.6,-3.6,110.3,113.7,0.56,112,0.28600000000000003,0.434,0.336,0.8690000000000001,43.3,25.2,14.3,6.8,2.9,-8.5,108.9,117.6,0.552,1,2019-11-06,2019-20
Detroit Pistons,New York Knicks,21900103,122,0.375,0.467,0.382,0.76,41.9,22.2,17.3,6.4,5.7,-5.2,105.9,110.9,0.568,102,0.14300000000000002,0.41600000000000004,0.341,0.6679999999999999,47.1,19.2,16.9,8.0,4.9,-9.2,99.7,109.0,0.51,1,2019-11-06,2019-20
Utah Jazz,Philadelphia 76ers,21900110,106,0.5710000000000001,0.46299999999999997,0.37,0.759,42.1,20.0,18.1,7.8,4.2,4.5,101.6,97.5,0.5710000000000001,104,0.833,0.465,0.335,0.728,45.2,24.5,17.8,10.6,5.8,6.3,106.9,100.9,0.557,1,2019-11-06,2019-20
Indiana Pacers,Washington Wizards,21900104,121,0.429,0.45899999999999996,0.335,0.8240000000000001,43.0,24.2,13.8,7.5,5.9,0.8,104.9,104.1,0.54,106,0.33299999999999996,0.461,0.361,0.8170000000000001,40.2,24.6,14.7,6.9,5.0,-0.8,110.6,111.5,0.5660000000000001,1,2019-11-06,2019-20
Dallas Mavericks,Orlando Magic,21900109,107,0.667,0.457,0.354,0.7440000000000001,47.7,24.8,14.4,6.0,4.4,4.4,113.3,108.7,0.5710000000000001,106,0.28600000000000003,0.396,0.268,0.7759999999999999,48.3,20.9,13.7,8.0,6.0,-5.3,95.6,100.4,0.48200000000000004,1,2019-11-06,2019-20
Atlanta Hawks,Chicago Bulls,21900105,93,0.5,0.46,0.304,0.6940000000000001,44.3,23.3,17.4,8.9,5.1,0.5,102.5,102.5,0.544,113,0.25,0.42700000000000005,0.326,0.715,41.0,22.4,13.3,8.7,3.7,-5.3,103.7,108.7,0.523,0,2019-11-06,2019-20
Toronto Raptors,Sacramento Kings,21900106,124,0.667,0.45399999999999996,0.386,0.879,45.7,22.9,17.4,6.9,4.9,5.8,106.9,101.7,0.585,120,0.28600000000000003,0.43,0.33299999999999996,0.721,42.5,20.2,17.4,7.5,4.4,-9.0,101.6,110.1,0.526,1,2019-11-06,2019-20
Memphis Grizzlies,Minnesota Timberwolves,21900108,137,0.16699999999999998,0.428,0.265,0.7609999999999999,44.2,22.1,16.9,8.9,6.3,-10.9,97.1,107.8,0.509,121,0.667,0.43700000000000006,0.321,0.767,41.9,21.4,16.0,9.9,4.7,0.3,104.8,104.4,0.545,1,2019-11-06,2019-20
San Antonio Spurs,Oklahoma City Thunder,21900113,121,0.5710000000000001,0.456,0.314,0.778,47.5,21.5,15.4,6.5,5.5,1.4,107.6,105.5,0.5479999999999999,112,0.429,0.436,0.34600000000000003,0.737,47.1,18.3,16.0,7.3,5.0,3.2,102.0,98.5,0.5379999999999999,1,2019-11-07,2019-20
Phoenix Suns,Miami Heat,21900114,108,0.7140000000000001,0.47100000000000003,0.377,0.8190000000000001,41.1,26.3,16.0,8.3,3.7,8.1,108.9,101.1,0.5870000000000001,124,0.7140000000000001,0.46299999999999997,0.39,0.716,43.5,24.7,18.3,9.6,6.3,6.7,106.1,99.9,0.574,0,2019-11-07,2019-20
LA Clippers,Portland Trail Blazers,21900115,107,0.625,0.47100000000000003,0.354,0.785,43.9,20.9,15.6,7.0,4.4,4.1,111.5,106.7,0.5770000000000001,101,0.429,0.465,0.387,0.8140000000000001,42.7,16.9,14.3,6.5,5.3,-0.8,109.0,109.5,0.573,1,2019-11-07,2019-20
Charlotte Hornets,Boston Celtics,21900112,87,0.5710000000000001,0.45899999999999996,0.377,0.703,41.6,23.4,17.4,5.9,3.4,-5.6,105.7,111.7,0.561,108,0.833,0.44,0.35700000000000004,0.757,45.3,21.8,11.8,7.2,6.4,5.6,108.3,102.8,0.546,0,2019-11-07,2019-20
Los Angeles Lakers,Miami Heat,21900126,95,0.857,0.47,0.317,0.765,44.0,22.7,14.6,8.7,8.1,9.5,106.9,98.2,0.5579999999999999,80,0.75,0.473,0.405,0.7240000000000001,43.1,24.3,17.9,9.5,6.1,7.8,108.1,100.7,0.585,1,2019-11-08,2019-20
Orlando Magic,Memphis Grizzlies,21900117,118,0.25,0.40700000000000003,0.266,0.778,47.7,21.4,14.2,8.8,6.5,-4.7,96.8,101.3,0.493,86,0.28600000000000003,0.447,0.294,0.774,44.4,23.5,16.7,8.2,5.8,-7.2,101.4,108.6,0.5329999999999999,1,2019-11-08,2019-20
New Orleans Pelicans,Toronto Raptors,21900121,104,0.14300000000000002,0.46299999999999997,0.379,0.723,41.9,26.0,15.6,8.2,4.6,-4.6,110.6,114.9,0.5670000000000001,122,0.7140000000000001,0.466,0.39799999999999996,0.87,44.4,23.5,16.8,7.3,4.7,5.6,108.8,104.0,0.598,0,2019-11-08,2019-20
Portland Trail Blazers,Brooklyn Nets,21900125,115,0.375,0.452,0.37200000000000005,0.8079999999999999,43.5,16.9,14.2,6.6,5.1,-1.4,107.5,108.6,0.557,119,0.429,0.473,0.401,0.7040000000000001,45.4,22.3,18.1,7.3,4.6,0.7,110.3,109.2,0.581,0,2019-11-08,2019-20
Utah Jazz,Milwaukee Bucks,21900124,103,0.625,0.46299999999999997,0.369,0.747,43.1,20.2,17.5,8.0,4.2,4.2,102.2,98.5,0.5660000000000001,100,0.75,0.47700000000000004,0.354,0.7020000000000001,47.7,22.9,13.1,6.6,6.1,9.4,112.4,103.0,0.588,1,2019-11-08,2019-20
Indiana Pacers,Detroit Pistons,21900116,112,0.5,0.46,0.344,0.821,43.5,25.4,13.7,7.6,5.5,2.6,106.6,103.9,0.544,106,0.444,0.47700000000000004,0.397,0.763,42.1,23.9,17.3,6.5,5.2,-2.4,107.8,110.1,0.58,1,2019-11-08,2019-20
Dallas Mavericks,New York Knicks,21900122,102,0.7140000000000001,0.45299999999999996,0.354,0.753,47.1,24.1,14.8,5.7,3.9,3.9,112.4,108.2,0.568,106,0.125,0.425,0.35200000000000004,0.6629999999999999,45.0,19.8,16.6,8.2,4.8,-10.5,100.3,110.8,0.517,0,2019-11-08,2019-20
Atlanta Hawks,Sacramento Kings,21900119,109,0.429,0.45299999999999996,0.29,0.71,43.4,22.3,18.2,8.5,4.7,-2.4,100.3,102.8,0.541,121,0.25,0.43200000000000005,0.35200000000000004,0.727,42.4,20.5,16.9,7.5,4.8,-8.4,103.6,111.5,0.5329999999999999,0,2019-11-08,2019-20
Denver Nuggets,Philadelphia 76ers,21900123,100,0.7140000000000001,0.433,0.348,0.78,45.8,23.4,15.3,7.9,4.5,3.2,105.5,102.9,0.534,97,0.7140000000000001,0.45899999999999996,0.33299999999999996,0.757,44.8,24.0,17.6,10.4,5.4,5.1,106.6,101.6,0.555,1,2019-11-08,2019-20
Minnesota Timberwolves,Golden State Warriors,21900120,125,0.5710000000000001,0.43799999999999994,0.326,0.762,40.7,22.2,15.2,9.7,4.9,-1.8,106.0,107.6,0.5479999999999999,119,0.25,0.429,0.344,0.863,44.1,24.8,13.9,6.8,2.7,-9.5,109.0,118.7,0.5479999999999999,1,2019-11-08,2019-20
Washington Wizards,Cleveland Cavaliers,21900118,100,0.28600000000000003,0.451,0.355,0.841,41.1,24.4,14.9,6.4,4.7,-2.7,109.5,112.5,0.5579999999999999,113,0.28600000000000003,0.433,0.349,0.763,45.4,21.5,14.1,6.1,4.2,-5.9,104.6,110.7,0.536,0,2019-11-08,2019-20
Chicago Bulls,Houston Rockets,21900129,94,0.33299999999999996,0.435,0.33299999999999996,0.7090000000000001,40.9,22.6,13.9,8.9,4.2,-2.5,103.8,106.3,0.531,117,0.625,0.436,0.33,0.78,42.5,23.1,14.6,7.1,5.1,-1.2,112.2,113.3,0.5660000000000001,0,2019-11-09,2019-20
San Antonio Spurs,Boston Celtics,21900127,115,0.625,0.467,0.327,0.785,47.6,22.8,15.1,6.3,5.2,2.3,109.5,106.5,0.556,135,0.857,0.439,0.35,0.76,46.0,22.7,11.9,8.0,6.2,7.7,107.7,100.0,0.5429999999999999,0,2019-11-09,2019-20
Charlotte Hornets,New Orleans Pelicans,21900128,110,0.5,0.45,0.35600000000000004,0.7040000000000001,42.3,23.0,17.7,6.0,4.0,-7.5,102.9,110.7,0.5479999999999999,115,0.125,0.456,0.361,0.716,42.7,25.1,15.7,8.0,4.7,-6.1,108.7,114.7,0.556,0,2019-11-09,2019-20
Oklahoma City Thunder,Golden State Warriors,21900131,114,0.375,0.447,0.35700000000000004,0.7390000000000001,45.2,19.3,15.6,7.3,4.7,1.7,103.4,101.5,0.547,108,0.222,0.428,0.337,0.872,43.7,23.5,14.2,7.2,3.3,-8.9,107.7,117.0,0.545,1,2019-11-09,2019-20
Memphis Grizzlies,Dallas Mavericks,21900130,122,0.25,0.43799999999999994,0.305,0.779,43.4,23.4,16.9,7.6,5.7,-10.1,99.7,109.4,0.525,138,0.625,0.44799999999999995,0.349,0.758,47.0,23.3,14.5,5.5,4.1,2.9,110.9,107.7,0.562,0,2019-11-09,2019-20
Philadelphia 76ers,Charlotte Hornets,21900134,114,0.625,0.457,0.35100000000000003,0.733,45.5,24.5,17.7,10.2,5.7,4.2,105.9,101.9,0.551,106,0.444,0.445,0.354,0.7140000000000001,41.9,23.2,18.1,6.4,3.8,-7.1,102.9,110.2,0.547,1,2019-11-10,2019-20
Los Angeles Lakers,Toronto Raptors,21900139,104,0.875,0.46799999999999997,0.308,0.7709999999999999,44.8,23.7,15.1,8.4,7.8,10.2,106.1,96.7,0.5529999999999999,113,0.75,0.46299999999999997,0.40399999999999997,0.87,45.0,23.7,16.7,7.5,4.5,7.0,109.3,102.9,0.597,0,2019-11-10,2019-20
New York Knicks,Cleveland Cavaliers,21900136,87,0.222,0.424,0.36700000000000005,0.653,46.2,19.7,16.0,8.2,4.6,-8.9,100.7,109.6,0.517,108,0.375,0.436,0.336,0.778,45.8,21.2,14.0,6.6,4.3,-3.6,105.9,109.7,0.5379999999999999,0,2019-11-10,2019-20
Phoenix Suns,Brooklyn Nets,21900137,138,0.625,0.46799999999999997,0.373,0.807,41.0,25.7,15.8,7.7,3.6,5.2,108.7,103.7,0.5820000000000001,112,0.5,0.465,0.405,0.7040000000000001,46.1,21.8,17.1,7.1,5.1,1.0,111.3,109.9,0.574,1,2019-11-10,2019-20
Orlando Magic,Indiana Pacers,21900133,102,0.33299999999999996,0.414,0.265,0.7879999999999999,48.6,21.6,13.6,8.9,6.9,-0.6,99.0,99.5,0.501,109,0.556,0.466,0.33899999999999997,0.83,43.8,25.3,13.7,7.4,5.8,3.0,107.7,104.4,0.5489999999999999,0,2019-11-10,2019-20
Portland Trail Blazers,Atlanta Hawks,21900138,124,0.33299999999999996,0.44799999999999995,0.371,0.8270000000000001,44.0,16.3,13.8,6.2,5.5,-1.7,108.3,109.7,0.5539999999999999,113,0.375,0.46299999999999997,0.293,0.6990000000000001,42.7,22.6,17.7,8.5,5.0,-3.6,102.4,106.1,0.547,1,2019-11-10,2019-20
Minnesota Timberwolves,Denver Nuggets,21900132,98,0.625,0.43700000000000006,0.318,0.752,41.9,21.5,15.3,9.6,5.4,-0.9,105.8,106.4,0.542,100,0.75,0.435,0.354,0.778,45.4,24.1,14.7,8.2,5.3,3.2,105.3,102.5,0.5329999999999999,0,2019-11-10,2019-20
Oklahoma City Thunder,Milwaukee Bucks,21900135,119,0.444,0.457,0.37,0.745,44.8,20.5,16.0,7.2,4.7,2.2,104.5,102.1,0.5589999999999999,121,0.667,0.46299999999999997,0.34700000000000003,0.706,48.1,21.8,13.0,6.7,5.8,8.1,110.5,102.4,0.574,0,2019-11-10,2019-20
Golden State Warriors,Utah Jazz,21900144,108,0.2,0.434,0.335,0.8809999999999999,42.7,23.3,14.3,7.4,3.6,-8.6,107.6,116.6,0.5479999999999999,122,0.667,0.456,0.376,0.74,44.2,19.4,17.7,7.4,3.8,4.0,101.6,98.0,0.562,0,2019-11-11,2019-20
San Antonio Spurs,Memphis Grizzlies,21900143,109,0.556,0.45799999999999996,0.345,0.7829999999999999,48.3,22.8,15.0,5.7,5.5,-0.1,109.4,109.0,0.551,113,0.222,0.44799999999999995,0.309,0.774,42.7,24.1,16.7,7.8,5.7,-10.7,101.5,111.7,0.534,0,2019-11-11,2019-20
Boston Celtics,Dallas Mavericks,21900141,116,0.875,0.44799999999999995,0.354,0.779,45.4,23.2,11.5,8.3,6.7,9.1,110.4,101.1,0.555,106,0.667,0.45799999999999996,0.359,0.762,46.7,23.5,14.5,5.7,4.2,4.3,113.1,108.6,0.573,1,2019-11-11,2019-20
LA Clippers,Toronto Raptors,21900145,98,0.667,0.467,0.33799999999999997,0.7909999999999999,45.1,20.6,15.7,6.8,5.2,4.3,110.4,105.6,0.5710000000000001,88,0.778,0.465,0.396,0.851,44.7,23.9,16.5,7.3,4.9,7.2,109.6,102.8,0.594,1,2019-11-11,2019-20
Detroit Pistons,Minnesota Timberwolves,21900140,114,0.4,0.474,0.396,0.769,41.9,24.3,17.3,6.5,5.1,-2.8,107.9,110.7,0.579,120,0.556,0.428,0.295,0.7490000000000001,42.7,21.3,14.9,9.4,5.8,-1.0,104.2,104.9,0.53,0,2019-11-11,2019-20
New Orleans Pelicans,Houston Rockets,21900142,116,0.222,0.46299999999999997,0.36700000000000005,0.7140000000000001,42.6,24.9,16.7,8.4,4.8,-4.9,108.4,113.4,0.565,122,0.667,0.44,0.34,0.773,43.4,22.3,15.4,7.5,5.3,1.3,111.8,110.2,0.5710000000000001,0,2019-11-11,2019-20
Philadelphia 76ers,Cleveland Cavaliers,21900147,98,0.667,0.466,0.35200000000000004,0.7340000000000001,45.8,25.0,18.1,10.0,5.7,4.6,106.7,102.4,0.5589999999999999,97,0.444,0.436,0.331,0.7959999999999999,45.8,21.1,14.0,7.1,4.1,-0.9,106.4,107.3,0.541,1,2019-11-12,2019-20
Chicago Bulls,New York Knicks,21900149,120,0.3,0.428,0.314,0.723,41.0,22.2,13.9,9.3,4.3,-4.4,101.9,106.5,0.522,102,0.2,0.41700000000000004,0.359,0.6509999999999999,46.8,19.6,16.5,8.5,4.9,-10.1,99.4,109.6,0.51,1,2019-11-12,2019-20
Phoenix Suns,Los Angeles Lakers,21900151,115,0.667,0.475,0.384,0.805,40.8,26.7,14.8,7.7,3.9,7.4,111.0,103.8,0.59,123,0.778,0.46399999999999997,0.311,0.757,45.3,24.5,14.7,8.1,7.7,8.1,105.6,98.4,0.5479999999999999,0,2019-11-12,2019-20
